name,latitude,longitude,city,region,cuisine,price,url,rating
qi_wan_chai_,22.276443,114.17126,hong_kong,hong_kong,sichuan,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,1
man_wah,22.282213,114.15951,hong_kong,hong_kong,cantonese,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,1
summer_palace,22.277136,114.1643,hong_kong,hong_kong,cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,1
octavium,22.282587,114.1572,hong_kong,hong_kong,italian,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,1
arbor,22.283146,114.15542,hong_kong,hong_kong,innovative,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor,1
vea,22.284931,114.15313,hong_kong,hong_kong,innovative,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/vea,1
mandarin_grill_bar,22.281048,114.1574,hong_kong,hong_kong,european,4,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,1
yat_lok,22.28226,114.155655,hong_kong,hong_kong,cantonese,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,1
guo_fu_lou,22.278313,114.16034,hong_kong,hong_kong,cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,1
celebrity_cuisine,22.284334,114.15312,hong_kong,hong_kong,cantonese,2,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,1
sushi_wadatsumi,22.281038,114.15646,hong_kong,hong_kong,sushi,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,1
arcane,22.280624,114.15682,hong_kong,hong_kong,european,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,1
duddell_s,22.28008,114.157364,hong_kong,hong_kong,cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,1
beefbar,22.27982,114.15752,hong_kong,hong_kong,steakhouse,2,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,1
new_punjab_club,22.28005,114.15525,hong_kong,hong_kong,indian,2,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,1
kaiseki_den_by_saotome,22.285713,114.147865,hong_kong,hong_kong,japanese,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,1
belon,22.281662,114.152405,hong_kong,hong_kong,french,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,1
tate,22.280996,114.15276,hong_kong,hong_kong,innovative,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,1
the_ocean,22.235146,114.198524,hong_kong,hong_kong,french,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,1
costes_downtown,47.50113,19.048595,budapest,hungary,modern,4,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,1
borkonyha_winekitchen,47.49953,19.052391,budapest,hungary,modern,4,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,1
stand,47.500244,19.059624,budapest,hungary,modern,3,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1
babel,47.492603,19.05256,budapest,hungary,modern,5,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,1
costes,47.48873,19.061779,budapest,hungary,modern,5,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,1
the_kitchen,22.191442,113.543,macau,macau,steakhouse,3,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1
tim_s_kitchen,22.189898,113.5439,macau,macau,cantonese,2,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1
